Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784258961,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784258962,1,,Aggregated,0.000000,0.000000,480,480,480,480,480,480,480,480,480,480,480,1,0,478.2183339702897,478.2183339702897,478.2183339702897,478.2183339702897,50670.0
1784258963,1,,Aggregated,0.000000,0.000000,480,480,480,480,480,480,480,480,480,480,480,1,0,478.2183339702897,478.2183339702897,478.2183339702897,478.2183339702897,50670.0
1784258964,1,,Aggregated,0.000000,0.000000,480,480,480,480,480,480,480,480,480,480,480,1,0,478.2183339702897,478.2183339702897,478.2183339702897,478.2183339702897,50670.0
1784258965,1,,Aggregated,0.000000,0.000000,480,480,480,480,480,480,480,480,480,480,480,1,0,478.2183339702897,478.2183339702897,478.2183339702897,478.2183339702897,50670.0
1784258966,1,,Aggregated,0.000000,0.000000,480,480,480,480,480,480,480,480,480,480,480,1,0,478.2183339702897,478.2183339702897,478.2183339702897,478.2183339702897,50670.0
1784258967,1,,Aggregated,0.000000,0.000000,480,480,480,480,480,480,480,480,480,480,480,1,0,478.2183339702897,478.2183339702897,478.2183339702897,478.2183339702897,50670.0
1784258968,1,,Aggregated,0.000000,0.000000,480,480,480,480,480,480,480,480,480,480,480,1,0,478.2183339702897,478.2183339702897,478.2183339702897,478.2183339702897,50670.0
1784258969,1,,Aggregated,0.200000,0.000000,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,2,0,480,2413.6866460030433,478.2183339702897,4349.154958035797,30516.0
1784258970,1,,Aggregated,0.200000,0.000000,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,2,0,480,2413.6866460030433,478.2183339702897,4349.154958035797,30516.0
1784258971,1,,Aggregated,0.200000,0.000000,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,2,0,480,2413.6866460030433,478.2183339702897,4349.154958035797,30516.0
1784258972,1,,Aggregated,0.200000,0.000000,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,2,0,480,2413.6866460030433,478.2183339702897,4349.154958035797,30516.0
