Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784259108,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784259109,5,,Aggregated,0.000000,0.000000,190,190,230,230,230,230,230,230,230,230,230,3,0,190,200.04605567858866,186.8861250113696,225.08383402600884,19091.333333333332
1784259110,10,,Aggregated,0.000000,0.000000,190,190,230,230,320,320,320,320,320,320,320,7,0,190,191.01370243255846,117.61012498755008,320.33108302857727,10068.857142857143
1784259111,15,,Aggregated,0.000000,0.000000,160,190,230,320,340,790,790,790,790,790,790,13,0,160,226.46479177414082,98.41629100264981,794.0675420104526,6440.692307692308
1784259112,20,,Aggregated,3.000000,0.000000,190,200,200,230,340,790,790,790,790,790,790,20,0,190,207.00338755559642,97.23604202736169,794.0675420104526,7711.2
1784259113,25,,Aggregated,4.333333,0.000000,170,200,200,250,340,4300,4400,4400,4400,4400,4400,34,0,160,431.01698044440985,96.65583400055766,4437.26533302106,11067.029411764706
1784259114,25,,Aggregated,4.333333,0.000000,160,200,230,290,4100,4300,4400,4400,4400,4400,4400,40,0,150,587.2441740008071,96.65583400055766,4437.26533302106,10185.825
1784259115,25,,Aggregated,6.600000,0.000000,150,200,250,320,4300,4400,4700,4700,4700,4700,4700,48,0,150,783.9583038536754,96.65583400055766,4733.802874980029,9790.479166666666
1784259116,25,,Aggregated,6.666667,0.000000,120,190,230,290,4300,4400,4500,4700,4700,4700,4700,59,0,120,665.674279001936,95.46358301304281,4733.802874980029,8525.42372881356
1784259117,25,,Aggregated,6.666667,0.000000,120,200,250,340,4300,4400,4500,4700,4700,4700,4700,64,0,120,814.8454075799236,95.46358301304281,4733.802874980029,8774.859375
1784259118,25,,Aggregated,7.000000,0.000000,120,190,250,370,4300,4400,4500,4700,4700,4700,4700,74,0,120,890.5776036231514,95.46358301304281,4733.802874980029,8457.351351351352
1784259119,25,,Aggregated,7.111111,0.000000,120,190,250,370,4400,4400,4600,4700,4700,4700,4700,82,0,120,921.2415889267548,95.25145799852908,4733.802874980029,8538.829268292682
1784259120,25,,Aggregated,7.100000,0.000000,120,190,250,480,4400,4400,4600,4700,4700,4700,4700,89,0,120,908.1782855850832,95.25145799852908,4733.802874980029,8204.808988764045
1784259121,25,,Aggregated,7.800000,0.000000,120,190,320,3900,4400,4400,4600,4700,4700,4700,4700,100,0,120,982.3102383397054,93.8140419893898,4733.802874980029,7973.57
1784259122,25,,Aggregated,8.200000,0.000000,120,190,290,790,4300,4400,4500,4600,4700,4700,4700,107,0,120,965.3908290462916,93.8140419893898,4733.802874980029,8146.570093457944
1784259123,25,,Aggregated,8.600000,0.000000,120,190,290,3900,4300,4400,4500,4600,4700,4700,4700,113,0,120,994.0481522822118,92.78016700409353,4733.802874980029,8081.008849557522
1784259124,25,,Aggregated,8.300000,0.000000,120,190,310,3900,4300,4400,4500,4600,4700,4700,4700,121,0,120,1006.825006883957,92.78016700409353,4733.802874980029,7881.495867768595
1784259125,25,,Aggregated,8.300000,0.000000,120,190,340,4000,4300,4400,4500,4600,4700,4700,4700,127,0,120,1062.0816122047515,92.78016700409353,4733.802874980029,7967.149606299213
1784259126,25,,Aggregated,7.900000,0.000000,120,190,310,4000,4300,4400,4500,4600,4700,4700,4700,137,0,120,1022.4619245689437,92.78016700409353,4733.802874980029,7700.576642335766
1784259127,25,,Aggregated,8.000000,0.000000,120,190,320,4000,4300,4400,4500,4600,4700,4700,4700,147,0,120,1046.4277794825382,92.78016700409353,4733.802874980029,7958.1292517006805
1784259128,25,,Aggregated,8.100000,0.000000,120,190,320,4000,4300,4400,4400,4600,4700,4700,4700,157,0,120,1063.3357677884567,92.78016700409353,4733.802874980029,8006.713375796178
1784259129,25,,Aggregated,8.200000,0.000000,120,190,340,4100,4300,4400,4400,4600,4700,4700,4700,164,0,120,1075.0753935412276,92.78016700409353,4733.802874980029,7911.012195121952
1784259130,25,,Aggregated,8.200000,0.000000,120,190,340,4000,4300,4400,4400,4600,4700,4700,4700,168,0,120,1075.201131445023,92.78016700409353,4733.802874980029,7984.059523809524
1784259131,25,,Aggregated,8.200000,0.000000,120,190,310,4000,4300,4400,4400,4600,4700,4700,4700,177,0,120,1025.974306495634,91.5226669749245,4733.802874980029,7764.632768361582
1784259132,25,,Aggregated,8.000000,0.000000,120,190,310,4000,4300,4400,4400,4600,4700,4700,4700,182,0,120,1023.8428301252118,91.5226669749245,4733.802874980029,7698.1648351648355
1784259133,25,,Aggregated,7.600000,0.000000,120,170,310,4000,4300,4400,4500,4600,4700,4700,4700,195,0,120,1051.4478111123212,91.5226669749245,4733.802874980029,7598.005128205128
1784259134,25,,Aggregated,7.800000,0.000000,120,190,340,4100,4300,4400,4500,4600,4800,4800,4800,206,0,120,1108.8888683247276,91.5226669749245,4841.089625027962,7770.849514563107
1784259135,25,,Aggregated,7.900000,0.000000,120,190,370,4100,4400,4400,4600,4700,4800,4800,4800,213,0,120,1119.7263798821268,91.5226669749245,4846.44837497035,7738.962441314554
1784259136,25,,Aggregated,8.500000,0.000000,120,190,370,4100,4400,4400,4600,4700,4800,4800,4800,220,0,120,1105.920657185594,91.5226669749245,4846.44837497035,7752.368181818182
1784259137,25,,Aggregated,8.300000,0.000000,110,170,320,4100,4300,4400,4600,4700,4800,4800,4800,228,0,110,1071.4435432968648,91.5226669749245,4846.44837497035,7847.390350877193
1784259138,25,,Aggregated,8.300000,0.000000,120,170,310,4000,4300,4400,4600,4700,4800,4800,4800,233,0,120,1067.4929504493618,91.38283395441249,4846.44837497035,7765.296137339055
1784259139,25,,Aggregated,8.100000,0.000000,120,170,310,4100,4300,4400,4600,4700,4800,4800,4800,245,0,120,1072.1527557739303,91.38283395441249,4846.44837497035,8083.755102040816
1784259140,25,,Aggregated,8.000000,0.000000,120,170,320,4000,4300,4400,4500,4700,4800,4800,4800,257,0,120,1091.2776047301365,91.38283395441249,4846.44837497035,8058.898832684825
1784259141,25,,Aggregated,8.000000,0.000000,120,170,370,4100,4400,4400,4600,4800,4900,4900,4900,267,0,120,1122.345543695415,91.38283395441249,4918.875250034034,8061.670411985018
1784259142,25,,Aggregated,8.400000,0.000000,120,160,320,4100,4300,4400,4600,4800,4900,4900,4900,274,0,120,1096.5342478742516,91.38283395441249,4918.875250034034,8137.036496350365
1784259143,25,,Aggregated,9.000000,0.000000,120,150,310,4000,4300,4400,4600,4800,4900,4900,4900,281,0,120,1072.279678521764,91.38283395441249,4918.875250034034,7981.359430604982
