Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784259159,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784259160,10,,Aggregated,0.000000,0.000000,220,220,350,350,380,380,380,380,380,380,380,6,0,220,263.3649861769906,201.6438340069726,379.67424996895716,11746.666666666666
1784259161,20,,Aggregated,0.000000,0.000000,200,220,230,230,380,510,510,510,510,510,510,17,0,200,226.1220686521162,100.14979197876528,510.46199997654185,10497.117647058823
1784259162,30,,Aggregated,5.000000,0.000000,190,210,220,230,350,380,510,510,510,510,510,25,0,190,213.64538004389033,100.14979197876528,510.46199997654185,10485.4
1784259163,40,,Aggregated,6.500000,0.000000,190,200,210,220,340,380,510,510,510,510,510,34,0,190,198.26306862010182,100.14979197876528,510.46199997654185,8680.970588235294
1784259164,50,,Aggregated,8.000000,0.000000,190,210,230,250,510,4200,4400,4600,4600,4600,4600,58,0,190,477.76578158914947,100.14979197876528,4554.688834003173,7162.517241379311
1784259165,50,,Aggregated,7.750000,0.000000,180,210,230,250,700,4400,4500,4600,4600,4600,4600,70,0,180,543.6953190739067,99.8705830425024,4554.688834003173,6734.857142857143
1784259166,50,,Aggregated,9.200000,0.000000,180,210,230,340,4300,4500,4700,4700,4700,4700,4700,85,0,180,773.105942166876,99.45941698970273,4716.2404579576105,7663.764705882353
1784259167,50,,Aggregated,10.000000,0.000000,140,200,230,280,4300,4500,4600,4700,4700,4700,4700,102,0,140,791.5814910215262,99.45941698970273,4716.2404579576105,7437.088235294118
1784259168,50,,Aggregated,10.857143,0.000000,140,200,250,340,4400,4700,4900,5100,5200,5200,5200,118,0,140,868.1794886883758,98.94116601208225,5219.058957998641,7381.474576271186
1784259169,50,,Aggregated,11.500000,0.000000,130,190,250,270,4400,4700,5100,5200,5900,5900,5900,136,0,130,844.2299288987723,96.37854096945375,5947.157457994763,7063.97794117647
1784259170,50,,Aggregated,11.888889,0.000000,130,190,250,350,4500,5100,6100,6300,7300,7300,7300,154,0,130,985.7895603262087,94.06595799373463,7290.2630000025965,7836.402597402597
1784259171,50,,Aggregated,12.400000,0.000000,130,190,250,340,4500,5100,6100,6300,7300,7300,7300,172,0,120,976.7474283039202,92.2347919549793,7290.2630000025965,7891.023255813953
1784259172,50,,Aggregated,13.900000,0.000000,120,190,250,340,4600,4900,6100,6300,7300,7300,7300,184,0,120,969.7281549034296,92.2347919549793,7290.2630000025965,7670.635869565217
1784259173,50,,Aggregated,14.600000,0.000000,120,190,250,350,4600,5200,6100,6300,7900,7900,7900,202,0,120,1015.8798626444238,92.03862503636628,7933.7851669988595,7471.554455445545
1784259174,50,,Aggregated,15.400000,0.000000,120,190,250,380,4700,5300,6200,7200,7900,7900,7900,216,0,120,1056.9565172004836,92.03862503636628,7933.7851669988595,7517.444444444444
1784259175,50,,Aggregated,16.200000,0.000000,120,190,250,700,4700,5300,6200,7200,7900,7900,7900,231,0,120,1092.1759807327824,92.03862503636628,7933.7851669988595,7510.584415584415
1784259176,50,,Aggregated,16.000000,0.000000,120,180,250,510,4700,5200,6200,7200,7900,7900,7900,250,0,120,1055.159719210118,92.03862503636628,7933.7851669988595,7607.004
1784259177,50,,Aggregated,16.500000,0.000000,120,170,250,380,4700,5200,6100,7200,7900,7900,7900,269,0,120,1045.1778906902132,92.03862503636628,7933.7851669988595,7434.089219330855
1784259178,50,,Aggregated,16.200000,0.000000,120,180,250,1400,4700,5200,6100,7200,7900,7900,7900,283,0,120,1096.1530436169317,92.03862503636628,7933.7851669988595,7403.402826855124
1784259179,50,,Aggregated,16.400000,0.000000,120,160,250,700,4700,5200,5900,6300,7900,7900,7900,302,0,120,1081.8907562400436,92.03862503636628,7933.7851669988595,7249.341059602649
1784259180,50,,Aggregated,16.800000,0.000000,120,150,250,1400,4700,5200,5900,6300,7900,7900,7900,315,0,120,1088.1884223794461,92.03862503636628,7933.7851669988595,7218.057142857143
1784259181,50,,Aggregated,16.700000,0.000000,120,150,250,4100,4700,5300,5900,6300,7900,7900,7900,324,0,120,1109.0630672824998,92.03862503636628,7933.7851669988595,7215.077160493827
1784259182,50,,Aggregated,16.200000,0.000000,120,150,250,4100,4800,5300,6000,6300,7900,7900,7900,345,0,120,1136.5097145205768,92.03862503636628,7933.7851669988595,7364.617391304348
1784259183,50,,Aggregated,15.900000,0.000000,120,140,250,4100,4700,5300,5900,6300,7900,7900,7900,363,0,120,1121.0106641726668,92.03862503636628,7933.7851669988595,7388.528925619835
1784259184,50,,Aggregated,15.400000,0.000000,120,150,250,4100,4700,5300,5900,6300,7900,7900,7900,379,0,120,1117.519215727655,92.03862503636628,7933.7851669988595,7592.142480211081
1784259185,50,,Aggregated,15.600000,0.000000,120,140,250,4100,4800,5300,6000,6700,7900,7900,7900,397,0,120,1128.3186557755503,92.03862503636628,7933.7851669988595,7575.4080604534
1784259186,50,,Aggregated,16.400000,0.000000,110,140,250,4100,4800,5300,5900,6300,7900,7900,7900,414,0,110,1133.8157674369677,92.03862503636628,7933.7851669988595,7501.323671497585
1784259187,50,,Aggregated,15.900000,0.000000,110,140,250,4100,4800,5300,5900,6300,7900,7900,7900,431,0,110,1137.7331946330662,92.03862503636628,7933.7851669988595,7430.788863109049
1784259188,50,,Aggregated,16.400000,0.000000,110,140,250,4100,4800,5300,5900,6300,7900,7900,7900,446,0,110,1141.6822146209824,92.03862503636628,7933.7851669988595,7376.589686098655
1784259189,50,,Aggregated,16.200000,0.000000,110,140,250,4100,4800,5300,5800,6300,7900,7900,7900,467,0,110,1123.608375824584,92.03862503636628,7933.7851669988595,7608.642398286938
1784259190,50,,Aggregated,16.200000,0.000000,110,140,250,4100,4800,5300,5800,6300,7900,7900,7900,480,0,110,1118.6731301482116,92.03862503636628,7933.7851669988595,7529.133333333333
1784259191,50,,Aggregated,16.100000,0.000000,110,140,250,4100,4800,5300,5800,6300,7900,7900,7900,498,0,110,1131.2269514119655,92.03862503636628,7933.7851669988595,7595.489959839358
1784259192,50,,Aggregated,16.300000,0.000000,110,140,250,4100,4800,5300,5800,6200,7900,7900,7900,521,0,110,1126.8561118239477,92.03862503636628,7933.7851669988595,7633.332053742803
1784259193,50,,Aggregated,17.200000,0.000000,110,140,250,4100,4800,5300,5800,6200,7900,7900,7900,536,0,110,1124.3680293267591,92.03862503636628,7933.7851669988595,7708.4664179104475
1784259194,50,,Aggregated,17.100000,0.000000,110,140,250,4100,4800,5300,5800,6200,7900,7900,7900,551,0,110,1123.9712832197877,92.03862503636628,7933.7851669988595,7724.16333938294
