Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784259058,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784259059,2,,Aggregated,0.000000,0.000000,180,180,180,180,180,180,180,180,180,180,180,1,0,184.45962498662993,184.45962498662993,184.45962498662993,184.45962498662993,2.0
1784259060,4,,Aggregated,0.000000,0.000000,180,180,250,250,250,250,250,250,250,250,250,3,0,180,202.3569723435988,173.7650420400314,248.84625000413507,2202.0
1784259061,6,,Aggregated,0.000000,0.000000,190,190,250,250,250,250,250,250,250,250,250,4,0,180,198.58525025483686,173.7650420400314,248.84625000413507,1652.0
1784259062,8,,Aggregated,1.000000,0.000000,180,190,190,190,250,250,250,250,250,250,250,7,0,180,172.3585657143433,102.75112499948591,248.84625000413507,2830.5714285714284
1784259063,10,,Aggregated,1.333333,0.000000,180,190,250,250,270,4500,4500,4500,4500,4500,4500,11,0,180,571.5438864479603,102.75112499948591,4503.469542018138,4548.636363636364
1784259064,10,,Aggregated,1.500000,0.000000,170,190,250,270,4500,4500,4500,4500,4500,4500,4500,15,0,170,740.6268833981206,102.75112499948591,4503.469542018138,4887.8
1784259065,10,,Aggregated,1.800000,0.000000,170,190,250,270,4500,4500,4500,4500,4500,4500,4500,19,0,170,826.3664452058852,102.75112499948591,4503.469542018138,5262.526315789473
1784259066,10,,Aggregated,1.833333,0.000000,170,190,270,380,4500,4500,4600,4600,4600,4600,4600,23,0,170,910.1023786048324,102.75112499948591,4589.1579579911195,5684.304347826087
1784259067,10,,Aggregated,2.428571,0.000000,170,190,270,380,4500,4600,4600,4600,4600,4600,4600,27,0,170,965.2670570713882,102.75112499948591,4638.657749979757,7109.407407407408
1784259068,10,,Aggregated,2.375000,0.000000,170,250,270,370,4500,4600,4600,4600,4600,4600,4600,31,0,170,869.2996760627495,102.75112499948591,4638.657749979757,6406.354838709677
1784259069,10,,Aggregated,2.375000,0.000000,160,190,250,370,4500,4600,4600,4600,4600,4600,4600,33,0,160,823.5321401223315,102.75112499948591,4638.657749979757,6018.212121212121
1784259070,10,,Aggregated,2.900000,0.000000,140,190,250,370,4500,4600,4600,4600,4600,4600,4600,37,0,140,860.1894526745546,102.75112499948591,4638.657749979757,6239.783783783784
1784259071,10,,Aggregated,3.200000,0.000000,140,190,270,380,4500,4600,4600,4600,4600,4600,4600,40,0,130,915.0950176990591,101.99091699905694,4638.657749979757,6038.275
1784259072,10,,Aggregated,3.200000,0.000000,130,190,270,380,4500,4600,4600,4600,4600,4600,4600,46,0,130,993.8396657361527,98.23483298532665,4638.657749979757,5997.391304347826
1784259073,10,,Aggregated,3.400000,0.000000,130,190,270,380,4500,4600,4600,4600,4600,4600,4600,47,0,130,975.2315886348407,98.23483298532665,4638.657749979757,6010.255319148936
1784259074,10,,Aggregated,3.500000,0.000000,130,180,250,370,4400,4600,4600,4600,4600,4600,4600,52,0,120,891.9044639008532,98.23483298532665,4638.657749979757,5686.384615384615
1784259075,10,,Aggregated,3.700000,0.000000,130,180,250,380,4400,4600,4600,4600,4600,4600,4600,54,0,120,937.2411404048627,98.23483298532665,4638.657749979757,5726.148148148148
1784259076,10,,Aggregated,3.600000,0.000000,120,180,250,380,4400,4600,4600,4600,4600,4600,4600,57,0,120,968.5189129974644,95.22258397191763,4638.657749979757,5718.771929824561
1784259077,10,,Aggregated,3.500000,0.000000,120,170,250,380,4400,4500,4600,4600,4600,4600,4600,62,0,120,964.7683723202546,95.22258397191763,4638.657749979757,5583.3387096774195
1784259078,10,,Aggregated,3.600000,0.000000,120,170,250,4100,4400,4500,4600,4600,4600,4600,4600,65,0,120,987.0942583361355,94.2058339715004,4638.657749979757,5534.7692307692305
1784259079,10,,Aggregated,3.700000,0.000000,120,170,270,4100,4400,4500,4600,4600,4600,4600,4600,68,0,120,1010.3218278210775,94.2058339715004,4638.657749979757,5641.455882352941
1784259080,10,,Aggregated,3.400000,0.000000,120,170,250,380,4300,4500,4600,4600,4600,4600,4600,71,0,120,972.2451608001687,94.2058339715004,4638.657749979757,5496.12676056338
1784259081,10,,Aggregated,3.400000,0.000000,120,170,250,4100,4400,4600,4600,4600,4600,4600,4600,75,0,120,986.279953889704,94.2058339715004,4638.657749979757,5432.213333333333
1784259082,10,,Aggregated,3.600000,0.000000,120,170,250,4100,4400,4600,4600,4600,4600,4600,4600,78,0,120,1008.862103624359,94.2058339715004,4638.657749979757,5359.9358974358975
1784259083,10,,Aggregated,3.400000,0.000000,120,170,250,4100,4400,4500,4600,4600,4600,4600,4600,82,0,120,1016.5604933742832,94.2058339715004,4638.657749979757,5473.0609756097565
1784259084,10,,Aggregated,3.400000,0.000000,120,170,270,4100,4400,4500,4600,4600,4600,4600,4600,87,0,120,1015.3885957659169,94.2058339715004,4638.657749979757,5663.724137931034
1784259085,10,,Aggregated,3.500000,0.000000,120,170,270,4100,4300,4500,4600,4600,4600,4600,4600,91,0,120,1019.6162115233684,94.2058339715004,4638.657749979757,5633.395604395604
1784259086,10,,Aggregated,3.700000,0.000000,120,160,250,4100,4300,4500,4600,4600,4600,4600,4600,93,0,120,1000.096939501643,94.2058339715004,4638.657749979757,5583.258064516129
1784259087,10,,Aggregated,3.700000,0.000000,120,140,250,4100,4300,4500,4600,4600,4600,4600,4600,95,0,120,981.3463635865206,94.2058339715004,4638.657749979757,5535.231578947369
1784259088,10,,Aggregated,3.700000,0.000000,120,160,270,4100,4400,4500,4600,4600,4600,4600,4600,99,0,120,1031.5728337548655,94.2058339715004,4638.657749979757,5521.656565656565
1784259089,10,,Aggregated,3.300000,0.000000,120,160,270,4100,4300,4500,4600,4600,4600,4600,4600,101,0,120,1053.6241159188828,94.2058339715004,4638.657749979757,5651.049504950495
1784259090,10,,Aggregated,3.300000,0.000000,120,160,370,4100,4400,4500,4600,4600,4600,4600,4600,106,0,120,1092.571777517288,94.2058339715004,4638.657749979757,5644.33962264151
